"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position"
684,"PL-0241","IaC","High",6,1691.74,3.51,73.52,"Junior","Medium",75,37.5,73.52,67.4306258619453,66.37,"P2 - High","WAIT / PRIORITIZE",224
685,"PL-0172","DAST","Low",2,1695.25,5,35.6,"Junior","Medium",25,12.5,35.6,67.5705300415328,29.41,"P4 - Low","PASS",776
686,"PL-0132","Container","Medium",4,1696.25,6.07,39.88,"Junior","Small",50,25,39.88,67.610388782156,44.23,"P3 - Medium","PASS",573
687,"PL-0159","IaC","Critical",15,1702.66,4.98,100,"Junior","Small",100,93.75,100,67.865883309551,95.54,"P1 - Critical","BLOCK",2
688,"PL-0180","SCA","Low",2,1704.77,3.4,24.51,"Senior","Medium",25,12.5,24.51,67.949985252266,26.67,"P4 - Low","PASS",818
689,"PL-0035","SAST","Low",1,1707.07,3.87,19.66,"Junior","Medium",25,6.25,19.66,68.0416603556994,24.22,"P4 - Low","PASS",873
690,"PL-0189","SAST","High",3,1708.07,2.79,78.36,"Senior","Medium",75,18.75,78.36,68.0815190963226,63.9,"P2 - High","WAIT / PRIORITIZE",270
691,"PL-0065","SCA","Medium",3,1726.65,3.45,59.63,"Intermediate","Medium",50,18.75,59.63,68.8220944971023,48.04,"P3 - Medium","PASS WITH MONITORING",468
692,"PL-0261","SAST","Critical",9,1731.93,4.28,100,"Intermediate","Medium",100,56.25,100,69.0325486475929,88.15,"P1 - Critical","BLOCK",28
693,"PL-0017","SCA","High",2,1731.97,2.61,73.15,"Intermediate","Small",75,12.5,73.15,69.0341429972179,61.44,"P2 - High","WAIT / PRIORITIZE",303
694,"PL-0043","SCA","Medium",7,1738.65,4.54,53,"Intermediate","Medium",50,43.75,53,69.300399384581,51.43,"P3 - Medium","PASS WITH MONITORING",389
695,"PL-0033","SCA","Medium",1,1744.62,2.09,37.03,"Junior","Medium",50,6.25,37.03,69.5383560661017,39.96,"P4 - Low","PASS",679
696,"PL-0082","DAST","High",10,1746,8.43,85.33,"Intermediate","Medium",75,62.5,85.33,69.5933611281618,74.54,"P2 - High","WAIT / PRIORITIZE",120
697,"PL-0067","SCA","High",3,1750.48,2.76,76.88,"Junior","Small",75,18.75,76.88,69.7719282861539,63.7,"P2 - High","WAIT / PRIORITIZE",274
698,"PL-0069","Container","Critical",9,1754.75,6.09,100,"Junior","Small",100,56.25,100,69.9421251086151,88.24,"P1 - Critical","BLOCK",27
699,"PL-0295","IaC","High",7,1763.31,4.32,79.18,"Intermediate","Medium",75,43.75,79.18,70.2833159283499,69.32,"P2 - High","WAIT / PRIORITIZE",169
700,"PL-0208","Container","Medium",2,1763.67,5.04,37.48,"Intermediate","Large",50,12.5,37.48,70.2976650749743,41.4,"P3 - Medium","PASS",649
701,"PL-0269","SAST","Low",1,1764.39,2.96,21.79,"Intermediate","Small",25,6.25,21.79,70.326363368223,24.98,"P4 - Low","PASS",856
702,"PL-0289","Container","Medium",3,1766.55,5.7,66.94,"Senior","Medium",50,18.75,66.94,70.4124582479692,50.03,"P3 - Medium","PASS WITH MONITORING",416
703,"PL-0255","Container","Low",2,1767.27,6.68,27.03,"Junior","Medium",25,12.5,27.03,70.4411565412179,27.55,"P4 - Low","PASS",805
704,"PL-0243","SCA","High",4,1767.98,3.42,66.66,"Junior","Medium",75,25,66.66,70.4694562470604,62.46,"P2 - High","PASS WITH MONITORING",287
705,"PL-0178","IaC","Low",2,1770.17,2.69,25.53,"Junior","Medium",25,12.5,25.53,70.5567468890253,27.19,"P4 - Low","PASS",811
706,"PL-0138","Container","High",7,1770.34,5.85,85.48,"Junior","Small",75,43.75,85.48,70.5635228749312,70.93,"P2 - High","WAIT / PRIORITIZE",143
707,"PL-0078","SAST","Critical",7,1771.76,4.36,100,"Intermediate","Small",100,43.75,100,70.6201222866162,85.81,"P1 - Critical","BLOCK",52
708,"PL-0106","Container","Medium",3,1773.23,6.19,42.52,"Junior","Small",50,18.75,42.52,70.6787146353324,43.95,"P3 - Medium","PASS WITH MONITORING",585
709,"PL-0247","DAST","Medium",5,1780.14,5.52,49.98,"Junior","Small",50,31.25,49.98,70.9541385330389,48.34,"P3 - Medium","PASS WITH MONITORING",462
710,"PL-0098","Container","High",14,1780.32,6.67,97.54,"Junior","Small",75,87.5,97.54,70.9613131063511,82.73,"P1 - Critical","WAIT / PRIORITIZE",74
711,"PL-0208","SAST","High",7,1786.73,5.37,76.84,"Junior","Small",75,43.75,76.84,71.216807633746,68.83,"P2 - High","WAIT / PRIORITIZE",185
712,"PL-0124","IaC","Critical",7,1786.88,4.43,87.89,"Intermediate","Small",100,43.75,87.89,71.2227864448395,82.84,"P1 - Critical","BLOCK",73
713,"PL-0081","IaC","High",6,1803.81,5.05,79.17,"Junior","Large",75,37.5,79.17,71.8975949235908,68.23,"P2 - High","WAIT / PRIORITIZE",191
714,"PL-0002","SAST","Medium",4,1805.57,2.76,52.73,"Intermediate","Small",50,25,52.73,71.9677463070877,47.88,"P3 - Medium","PASS WITH MONITORING",471
715,"PL-0207","DAST","Medium",4,1808.09,5.52,43.63,"Junior","Small",50,25,43.63,72.0681903334582,45.61,"P3 - Medium","PASS WITH MONITORING",531
716,"PL-0091","IaC","Critical",7,1808.46,3.69,93.85,"Intermediate","Medium",100,43.75,93.85,72.0829380674888,84.42,"P1 - Critical","BLOCK",63
717,"PL-0296","Container","Critical",5,1811.33,5.46,97.98,"Intermediate","Small",100,31.25,97.98,72.1973326530775,82.96,"P1 - Critical","BLOCK",72
718,"PL-0162","DAST","Low",1,1813.08,4.64,22.78,"Junior","Medium",25,6.25,22.78,72.2670854491681,25.42,"P4 - Low","PASS",845
719,"PL-0177","SCA","Medium",8,1821.78,3.55,58.13,"Junior","Small",50,50,58.13,72.6138564925903,54.29,"P3 - Medium","PASS WITH MONITORING",358
720,"PL-0293","SAST","Medium",6,1827.73,2.91,45.35,"Intermediate","Large",50,37.5,45.35,72.8510159992985,48.62,"P3 - Medium","PASS WITH MONITORING",454
721,"PL-0022","SAST","High",7,1831.63,5.05,73.56,"Senior","Large",75,43.75,73.56,73.0064650877291,68.19,"P2 - High","WAIT / PRIORITIZE",192
722,"PL-0225","SCA","Medium",3,1832.96,2.91,48.25,"Intermediate","Small",50,18.75,48.25,73.059477212758,45.62,"P3 - Medium","PASS WITH MONITORING",530
723,"PL-0259","SAST","High",6,1833.58,4.59,82.31,"Junior","Large",75,37.5,82.31,73.0841896319444,69.14,"P2 - High","WAIT / PRIORITIZE",174
724,"PL-0078","SAST","High",6,1836.7,4.31,85.68,"Senior","Large",75,37.5,85.68,73.2085489026889,69.99,"P2 - High","WAIT / PRIORITIZE",159
725,"PL-0230","SAST","High",5,1841.75,4.73,74.36,"Intermediate","Medium",75,31.25,74.36,73.4098355428362,65.93,"P2 - High","WAIT / PRIORITIZE",234
726,"PL-0272","SAST","High",5,1843.57,4.58,87.28,"Intermediate","Small",75,31.25,87.28,73.4823784507705,69.17,"P2 - High","WAIT / PRIORITIZE",173
727,"PL-0074","IaC","High",4,1845.37,2.35,74.43,"Intermediate","Medium",75,25,74.43,73.5541241838923,64.71,"P2 - High","WAIT / PRIORITIZE",259
728,"PL-0027","SAST","Low",1,1847.54,2.63,25.85,"Intermediate","Small",25,6.25,25.85,73.6406176510447,26.33,"P4 - Low","PASS",826
729,"PL-0246","SCA","High",9,1850.56,3.41,82.27,"Intermediate","Small",75,56.25,82.27,73.7609910477268,72.94,"P2 - High","WAIT / PRIORITIZE",126
730,"PL-0265","SCA","High",7,1851.82,2.38,92.59,"Senior","Small",75,43.75,92.59,73.8112130609121,73.03,"P2 - High","WAIT / PRIORITIZE",125
731,"PL-0099","SCA","High",6,1853.39,1.99,90.46,"Senior","Small",75,37.5,90.46,73.8737912836906,71.25,"P2 - High","WAIT / PRIORITIZE",139
732,"PL-0226","SCA","Low",2,1853.88,3.89,23.52,"Intermediate","Large",25,12.5,23.52,73.893322066596,27.02,"P4 - Low","PASS",813
733,"PL-0166","SAST","Medium",2,1854.28,3.72,59.03,"Intermediate","Large",50,12.5,59.03,73.9092655628453,47.15,"P3 - Medium","PASS WITH MONITORING",484
734,"PL-0176","SCA","Critical",6,1856.32,3.58,88.82,"Intermediate","Small",100,37.5,88.82,73.9905773937167,82.1,"P1 - Critical","BLOCK",82
735,"PL-0158","SCA","Medium",6,1859.7,3.46,72.39,"Senior","Large",50,37.5,72.39,74.1252999370232,55.51,"P3 - Medium","WAIT / PRIORITIZE",350
736,"PL-0217","SAST","Low",4,1865.04,3.25,2.91,"Junior","Large",25,25,2.91,74.3381456119512,24.41,"P4 - Low","PASS",870
737,"PL-0094","SAST","Low",3,1867.4,4.37,32.05,"Senior","Large",25,18.75,32.05,74.4322122398221,30.46,"P4 - Low","PASS",759
738,"PL-0201","Container","Low",1,1868.41,5.19,17.73,"Junior","Medium",25,6.25,17.73,74.4724695678515,24.38,"P4 - Low","PASS",872
739,"PL-0293","DAST","Critical",7,1869.54,6.49,100,"Intermediate","Small",100,43.75,100,74.5175099447558,86.2,"P1 - Critical","BLOCK",50
740,"PL-0209","DAST","High",2,1876,6.12,77.8,"Junior","Medium",75,12.5,77.8,74.7749974091819,63.18,"P2 - High","WAIT / PRIORITIZE",281
741,"PL-0236","DAST","Medium",2,1881.97,6.68,44.66,"Junior","Medium",50,12.5,44.66,75.0129540907026,43.67,"P3 - Medium","PASS WITH MONITORING",593
742,"PL-0276","DAST","High",4,1887.14,4.89,86.54,"Senior","Small",75,25,86.54,75.2190237797247,67.91,"P2 - High","WAIT / PRIORITIZE",195
743,"PL-0098","IaC","High",4,1889.99,4.36,81.95,"Intermediate","Large",75,25,81.95,75.3326211905009,66.77,"P2 - High","WAIT / PRIORITIZE",215
744,"PL-0067","DAST","Low",1,1893.26,6.43,11.36,"Senior","Medium",25,6.25,11.36,75.4629592723388,22.89,"P4 - Low","PASS",905
745,"PL-0254","SCA","Low",3,1898.39,3.13,29.51,"Junior","Medium",25,18.75,29.51,75.667434611736,29.94,"P4 - Low","PASS",770
746,"PL-0273","Container","Low",3,1898.5,5.06,21.86,"Senior","Small",25,18.75,21.86,75.6718190732046,28.03,"P4 - Low","PASS",795
747,"PL-0253","DAST","High",6,1898.5,6.82,85.95,"Intermediate","Small",75,37.5,85.95,75.6718190732046,70.3,"P2 - High","WAIT / PRIORITIZE",154
748,"PL-0203","IaC","High",6,1899.57,3.04,75.4,"Intermediate","Small",75,37.5,75.4,75.7144679256714,67.67,"P2 - High","WAIT / PRIORITIZE",199
749,"PL-0008","SAST","Critical",5,1899.88,4.45,99.19,"Senior","Small",100,31.25,99.19,75.7268241352646,83.62,"P1 - Critical","BLOCK",70
750,"PL-0167","SAST","High",5,1900.29,4.34,75.78,"Intermediate","Small",75,31.25,75.78,75.7431662189201,66.52,"P2 - High","WAIT / PRIORITIZE",220
751,"PL-0053","DAST","Medium",4,1902.52,6.44,42.31,"Intermediate","Large",50,25,42.31,75.8320512105099,45.66,"P3 - Medium","PASS WITH MONITORING",528
752,"PL-0246","SAST","Critical",8,1902.62,4.71,100,"Intermediate","Medium",100,50,100,75.8360370845723,87.58,"P1 - Critical","BLOCK",35
753,"PL-0151","Container","Medium",5,1903.31,5.56,47.49,"Intermediate","Large",50,31.25,47.49,75.8635396156023,48.21,"P3 - Medium","PASS WITH MONITORING",466
754,"PL-0120","Container","Critical",5,1911.35,5.29,100,"Intermediate","Small",100,31.25,100,76.1840038902131,83.87,"P1 - Critical","BLOCK",68
755,"PL-0019","DAST","Low",2,1911.94,6.25,28.15,"Intermediate","Medium",25,12.5,28.15,76.2075205471808,28.41,"P4 - Low","PASS",786
756,"PL-0232","Container","Medium",4,1914.33,4.75,41.43,"Junior","Small",50,25,41.43,76.3027829372703,45.49,"P3 - Medium","PASS WITH MONITORING",536
757,"PL-0244","DAST","Medium",7,1915.24,7.26,46.04,"Intermediate","Small",50,43.75,46.04,76.3390543912375,50.39,"P3 - Medium","PASS WITH MONITORING",403
758,"PL-0266","SAST","Critical",8,1918.29,3.87,100,"Junior","Medium",100,50,100,76.4606235501383,87.65,"P1 - Critical","BLOCK",34
759,"PL-0077","SAST","Critical",14,1919.71,5.81,100,"Senior","Medium",100,87.5,100,76.5172229618233,95.15,"P1 - Critical","BLOCK",4
760,"PL-0108","Container","High",6,1920.84,5.77,75.65,"Intermediate","Medium",75,37.5,75.65,76.5622633387275,67.82,"P2 - High","WAIT / PRIORITIZE",196
761,"PL-0102","Container","Medium",6,1922.74,7.69,48.82,"Intermediate","Medium",50,37.5,48.82,76.6379949459117,49.87,"P3 - Medium","PASS WITH MONITORING",420
762,"PL-0118","Container","Medium",4,1925.81,5.4,53.83,"Intermediate","Medium",50,25,53.83,76.760361279625,48.63,"P3 - Medium","PASS WITH MONITORING",450
763,"PL-0295","IaC","High",2,1928.1,2.46,77.25,"Intermediate","Small",75,12.5,77.25,76.8516377956522,63.25,"P2 - High","WAIT / PRIORITIZE",280
764,"PL-0188","Container","Critical",5,1929.11,5.04,87.56,"Senior","Medium",100,31.25,87.56,76.8918951236817,80.83,"P1 - Critical","BLOCK",96
765,"PL-0167","SCA","Low",4,1929.22,2.79,24.7,"Intermediate","Medium",25,25,24.7,76.8962795851502,30.11,"P4 - Low","PASS",764
766,"PL-0165","DAST","High",8,1929.47,7.36,84.33,"Junior","Large",75,50,84.33,76.906244270306,72.52,"P2 - High","WAIT / PRIORITIZE",129
767,"PL-0193","DAST","Medium",2,1929.76,4.72,61.45,"Intermediate","Large",50,12.5,61.45,76.9178033050868,48.05,"P3 - Medium","PASS WITH MONITORING",467
768,"PL-0179","DAST","Low",1,1933.31,5.17,26.61,"Senior","Medium",25,6.25,26.61,77.0593018342992,26.86,"P4 - Low","PASS",816
769,"PL-0184","Container","Low",1,1937.16,5.73,16.75,"Junior","Small",25,6.25,16.75,77.2127579856987,24.41,"P4 - Low","PASS",871
770,"PL-0107","SAST","Critical",15,1939.56,5.41,100,"Junior","Small",100,93.75,100,77.3084189631944,96.48,"P1 - Critical","BLOCK",1
771,"PL-0106","SCA","Medium",5,1940.48,3.74,56.54,"Junior","Medium",50,31.25,56.54,77.3450890045678,50.62,"P3 - Medium","PASS WITH MONITORING",398
772,"PL-0166","IaC","Low",5,1944.17,4.28,26.98,"Intermediate","Large",25,31.25,26.98,77.4921677574675,31.99,"P4 - Low","PASS",753
773,"PL-0053","DAST","Medium",4,1945.16,6.09,55.82,"Intermediate","Small",50,25,55.82,77.5316279106845,49.21,"P3 - Medium","PASS WITH MONITORING",432
774,"PL-0292","Container","Medium",5,1947.59,5.92,53.82,"Intermediate","Medium",50,31.25,53.82,77.628484650399,49.97,"P3 - Medium","PASS WITH MONITORING",417
775,"PL-0061","DAST","Critical",8,1949.4,6.46,100,"Intermediate","Medium",100,50,100,77.700628970927,87.77,"P1 - Critical","BLOCK",32
776,"PL-0268","SCA","High",3,1957.09,4.1,67.11,"Junior","Small",75,18.75,67.11,78.0071426863197,62.08,"P2 - High","PASS WITH MONITORING",295
777,"PL-0262","SCA","Low",1,1959.2,4.32,23.75,"Intermediate","Medium",25,6.25,23.75,78.0912446290347,26.25,"P4 - Low","PASS",829
778,"PL-0209","SAST","Medium",5,1960.63,3.28,54.76,"Intermediate","Large",50,31.25,54.76,78.1482426281259,50.25,"P3 - Medium","PASS WITH MONITORING",411
779,"PL-0059","Container","Medium",5,1960.89,6.89,50.76,"Intermediate","Small",50,31.25,50.76,78.158605900688,49.26,"P3 - Medium","PASS WITH MONITORING",429
780,"PL-0107","DAST","Medium",1,1963.1,4.37,49.47,"Junior","Small",50,6.25,49.47,78.2466937174653,43.94,"P3 - Medium","PASS WITH MONITORING",586
781,"PL-0056","DAST","Medium",5,1964.52,6.6,57.39,"Senior","Medium",50,31.25,57.39,78.3032931291503,50.93,"P3 - Medium","PASS WITH MONITORING",395
782,"PL-0057","Container","Low",1,1966.33,6.66,34.62,"Junior","Medium",25,6.25,34.62,78.3754374496783,28.99,"P4 - Low","PASS",779
783,"PL-0126","SAST","Medium",2,1968.93,3.6,44.15,"Junior","Small",50,12.5,44.15,78.4790701752987,43.89,"P3 - Medium","PASS WITH MONITORING",588
784,"PL-0184","DAST","Medium",6,1979.79,6.19,61.71,"Junior","Large",50,37.5,61.71,78.911936098467,53.32,"P3 - Medium","PASS WITH MONITORING",365
785,"PL-0229","IaC","Critical",4,1982.48,4.67,92.51,"Junior","Medium",100,25,92.51,79.0191561107435,81.03,"P1 - Critical","BLOCK",94
786,"PL-0003","SCA","Low",3,1983.31,2.26,32.12,"Intermediate","Medium",25,18.75,32.12,79.0522388654608,30.94,"P4 - Low","PASS",756
787,"PL-0253","SAST","Critical",4,1985.27,3.65,97.89,"Junior","Medium",100,25,97.89,79.1303619970823,82.39,"P1 - Critical","BLOCK",79
788,"PL-0121","SCA","Low",2,1990.06,2.92,29.34,"Intermediate","Medium",25,12.5,29.34,79.3212853646676,29.02,"P4 - Low","PASS",778
789,"PL-0084","IaC","Medium",4,1993.57,4.01,39.86,"Intermediate","Medium",50,25,39.86,79.4611895442551,45.41,"P3 - Medium","PASS",538
790,"PL-0223","IaC","High",5,1996.22,2.6,87.86,"Junior","Small",75,31.25,87.86,79.5668152069067,69.92,"P2 - High","WAIT / PRIORITIZE",160
791,"PL-0014","Container","Medium",5,1999.39,5.26,60.67,"Junior","Small",50,31.25,60.67,79.6931674146824,51.89,"P3 - Medium","PASS WITH MONITORING",385
792,"PL-0098","SAST","Medium",4,2002.87,4.73,40,"Junior","Small",50,25,40,79.8318758320512,45.48,"P3 - Medium","PASS WITH MONITORING",537
793,"PL-0263","SCA","Critical",11,2004.49,4.58,100,"Intermediate","Medium",100,68.75,100,79.8964469918608,91.74,"P1 - Critical","BLOCK",11
794,"PL-0175","Container","Medium",1,2004.81,4.69,59.69,"Junior","Small",50,6.25,59.69,79.9092017888603,46.66,"P3 - Medium","PASS WITH MONITORING",494
795,"PL-0038","IaC","Low",4,2006.96,3.95,23.4,"Intermediate","Small",25,25,23.4,79.9948980812002,30.1,"P4 - Low","PASS",765
796,"PL-0108","Container","High",5,2007.09,4.79,75.91,"Junior","Small",75,31.25,75.91,80.0000797174812,66.98,"P2 - High","WAIT / PRIORITIZE",212
797,"PL-0244","Container","Medium",4,2009.71,5.28,44.26,"Senior","Medium",50,25,44.26,80.1045096179141,46.58,"P3 - Medium","PASS WITH MONITORING",496
798,"PL-0171","Container","Medium",8,2011.21,4.99,54.98,"Intermediate","Large",50,50,54.98,80.164297728849,54.26,"P3 - Medium","PASS WITH MONITORING",359
799,"PL-0049","IaC","High",5,2014.87,5.16,72.96,"Intermediate","Large",75,31.25,72.96,80.31018071953,66.27,"P2 - High","WAIT / PRIORITIZE",227
800,"PL-0281","DAST","Low",1,2015.13,5.91,14.24,"Intermediate","Small",25,6.25,14.24,80.320543992092,24.09,"P4 - Low","PASS",877
801,"PL-0074","SCA","Critical",9,2016.35,4.31,100,"Intermediate","Large",100,56.25,100,80.3691716556524,89.29,"P1 - Critical","BLOCK",23
802,"PL-0147","SCA","Low",5,2017.74,1.92,33.66,"Junior","Small",25,31.25,33.66,80.4245753051187,33.96,"P4 - Low","PASS",749
803,"PL-0170","SCA","Low",2,2020.6,2.13,16.18,"Intermediate","Medium",25,12.5,16.18,80.5385713033011,25.85,"P4 - Low","PASS",834
804,"PL-0201","DAST","High",7,2025.15,6.58,81.65,"Senior","Small",75,43.75,81.65,80.7199285731368,70.98,"P2 - High","WAIT / PRIORITIZE",142
805,"PL-0091","SCA","Medium",4,2025.73,3.05,58.82,"Junior","Large",50,25,58.82,80.7430466426983,50.28,"P3 - Medium","PASS WITH MONITORING",408
806,"PL-0072","SAST","Medium",3,2026.2,4.56,58.99,"Intermediate","Large",50,18.75,58.99,80.7617802507912,49.07,"P3 - Medium","PASS WITH MONITORING",434
807,"PL-0016","SAST","High",7,2029.16,5.38,74.78,"Intermediate","Small",75,43.75,74.78,80.879762123036,69.28,"P2 - High","WAIT / PRIORITIZE",171
808,"PL-0072","SAST","Medium",9,2031.12,3.96,64.83,"Intermediate","Medium",50,56.25,64.83,80.9578852546575,58.05,"P3 - Medium","PASS WITH MONITORING",336
809,"PL-0151","Container","Low",1,2032.19,4.79,18.55,"Intermediate","Small",25,6.25,18.55,81.0005341071243,25.24,"P4 - Low","PASS",847
810,"PL-0213","SCA","Medium",4,2033.27,4.87,62.82,"Junior","Small",50,25,62.82,81.0435815469974,51.31,"P3 - Medium","PASS WITH MONITORING",391
811,"PL-0060","SCA","Low",8,2040.06,4.55,25.07,"Senior","Small",25,50,25.07,81.3142223958292,35.65,"P4 - Low","PASS",744
812,"PL-0208","Container","High",11,2051.37,7.24,95.74,"Junior","Small",75,68.75,95.74,81.7650247522779,79.61,"P2 - High","WAIT / PRIORITIZE",100
813,"PL-0095","SAST","Low",1,2056.97,3,13.82,"Senior","Medium",25,6.25,13.82,81.988233699768,24.15,"P4 - Low","PASS",875
814,"PL-0171","Container","Critical",8,2057.55,6.8,96.23,"Senior","Medium",100,50,96.23,82.0113517693295,87.26,"P1 - Critical","BLOCK",43
815,"PL-0185","DAST","Medium",7,2061.59,5.21,54.61,"Senior","Small",50,43.75,54.61,82.1723810814474,53.12,"P3 - Medium","PASS WITH MONITORING",366
816,"PL-0155","DAST","Medium",5,2063.42,6.01,54.21,"Senior","Small",50,31.25,54.21,82.2453225767879,50.53,"P3 - Medium","PASS WITH MONITORING",400
817,"PL-0074","Container","Low",6,2069.23,5.22,40.19,"Intermediate","Medium",25,37.5,40.19,82.4769018598088,37.05,"P4 - Low","PASS WITH MONITORING",733
818,"PL-0146","SAST","Medium",3,2072.68,5.1,41.45,"Junior","Medium",50,18.75,41.45,82.614414514959,44.87,"P3 - Medium","PASS WITH MONITORING",548
819,"PL-0016","Container","Critical",8,2075.7,5.72,86.24,"Senior","Small",100,50,86.24,82.7347879116411,84.83,"P1 - Critical","BLOCK",60
820,"PL-0200","Container","High",4,2076.15,5.09,66.3,"Intermediate","Small",75,25,66.3,82.7527243449216,63.6,"P2 - High","PASS WITH MONITORING",276
821,"PL-0085","SCA","Medium",6,2076.87,3.12,54.54,"Intermediate","Medium",50,37.5,54.54,82.7814226381703,51.91,"P3 - Medium","PASS WITH MONITORING",384
822,"PL-0101","Container","Medium",1,2081.84,5.03,49.67,"Intermediate","Small",50,6.25,49.67,82.9795205790678,44.47,"P3 - Medium","PASS WITH MONITORING",562
823,"PL-0151","SCA","Medium",3,2084.75,3.66,40.07,"Intermediate","Small",50,18.75,40.07,83.0955095142814,44.58,"P3 - Medium","PASS WITH MONITORING",557
824,"PL-0250","IaC","Medium",3,2086.82,2.4,53.88,"Intermediate","Medium",50,18.75,53.88,83.1780171073715,48.04,"P3 - Medium","PASS WITH MONITORING",469
825,"PL-0002","SAST","Critical",11,2090.36,5.05,100,"Junior","Large",100,68.75,100,83.3191170491777,92.08,"P1 - Critical","BLOCK",10
826,"PL-0128","SCA","Medium",5,2091.8,4.77,55.15,"Junior","Medium",50,31.25,55.15,83.3765136356752,50.88,"P3 - Medium","PASS WITH MONITORING",396
827,"PL-0247","DAST","Critical",11,2093.89,6.79,100,"Intermediate","Medium",100,68.75,100,83.4598184035777,92.1,"P1 - Critical","BLOCK",9
828,"PL-0234","IaC","Medium",2,2097.56,2.8,45.22,"Junior","Medium",50,12.5,45.22,83.606099981665,44.67,"P3 - Medium","PASS WITH MONITORING",553
829,"PL-0182","DAST","Critical",5,2100.24,6.73,100,"Junior","Medium",100,31.25,100,83.7129214065352,84.62,"P1 - Critical","BLOCK",61
830,"PL-0125","SCA","Medium",2,2100.73,3.58,52.51,"Intermediate","Large",50,12.5,52.51,83.7324521894406,46.5,"P3 - Medium","PASS WITH MONITORING",497
831,"PL-0073","DAST","Low",1,2102.85,4.51,9.35,"Intermediate","Small",25,6.25,9.35,83.8169527195619,23.22,"P4 - Low","PASS",892
832,"PL-0289","SCA","Low",1,2105.46,4.33,29.15,"Senior","Small",25,6.25,29.15,83.9209840325885,28.18,"P4 - Low","PASS",793
833,"PL-0109","SAST","High",7,2106.66,4.7,73.73,"Intermediate","Large",75,43.75,73.73,83.9688145213364,69.33,"P2 - High","WAIT / PRIORITIZE",168
834,"PL-0211","Container","Low",2,2111.27,6.47,29.21,"Junior","Medium",25,12.5,29.21,84.1525633156095,29.47,"P4 - Low","PASS",775
835,"PL-0161","SAST","High",3,2111.6,3.1,70.12,"Senior","Small",75,18.75,70.12,84.1657167000151,63.45,"P2 - High","WAIT / PRIORITIZE",277
836,"PL-0139","SCA","Medium",3,2111.98,3.34,42.94,"Intermediate","Medium",50,18.75,42.94,84.180863021452,45.4,"P3 - Medium","PASS WITH MONITORING",539
837,"PL-0061","DAST","Low",4,2113.4,5.92,38.15,"Junior","Medium",25,25,38.15,84.237462433137,34.21,"P4 - Low","PASS",748
838,"PL-0091","DAST","Medium",6,2118,7.95,58.41,"Junior","Small",50,37.5,58.41,84.4208126400038,53.04,"P3 - Medium","PASS WITH MONITORING",367
839,"PL-0188","DAST","Medium",5,2118.34,5.63,61.53,"Intermediate","Medium",50,31.25,61.53,84.4343646118157,52.58,"P3 - Medium","PASS WITH MONITORING",375
840,"PL-0208","SAST","Low",2,2121.53,4.43,21.14,"Junior","Small",25,12.5,21.14,84.5615139944038,27.49,"P4 - Low","PASS",806
841,"PL-0051","SCA","Critical",10,2121.84,3.42,98.58,"Junior","Small",100,62.5,98.58,84.573870203997,90.6,"P1 - Critical","BLOCK",15
842,"PL-0087","SCA","Medium",4,2122.05,3.65,43.89,"Intermediate","Medium",50,25,43.89,84.5822405395279,46.93,"P3 - Medium","PASS WITH MONITORING",487
843,"PL-0168","SAST","High",7,2123.3,5.5,84.86,"Junior","Medium",75,43.75,84.86,84.632063965307,72.18,"P2 - High","WAIT / PRIORITIZE",131
844,"PL-0211","SCA","Medium",2,2125.61,4.8,50.69,"Junior","Medium",50,12.5,50.69,84.7241376561466,46.14,"P3 - Medium","PASS WITH MONITORING",514
845,"PL-0236","Container","Critical",9,2126.45,5.54,100,"Intermediate","Large",100,56.25,100,84.7576189982701,89.73,"P1 - Critical","BLOCK",21
846,"PL-0289","SCA","High",4,2129.38,3.19,80.28,"Senior","Medium",75,25,80.28,84.8744051082962,67.31,"P2 - High","WAIT / PRIORITIZE",202
847,"PL-0207","SAST","Medium",7,2130.79,5.13,51.35,"Junior","Medium",50,43.75,51.35,84.9306059325749,52.58,"P3 - Medium","PASS WITH MONITORING",376
848,"PL-0072","DAST","Medium",5,2132.08,4.54,46.73,"Junior","Medium",50,31.25,46.73,84.9820237079789,48.93,"P3 - Medium","PASS WITH MONITORING",442
849,"PL-0006","Container","Critical",8,2134.6,4.83,100,"Senior","Large",100,50,100,85.0824677343494,88.51,"P1 - Critical","BLOCK",26
850,"PL-0043","DAST","Medium",3,2135.95,6.04,55.95,"Junior","Medium",50,18.75,55.95,85.1362770341908,48.75,"P3 - Medium","PASS WITH MONITORING",446
851,"PL-0222","IaC","High",7,2136.07,3.69,69.49,"Junior","Small",75,43.75,69.49,85.1410600830656,68.39,"P2 - High","PASS WITH MONITORING",188
852,"PL-0180","IaC","Medium",6,2136.75,4.71,47.39,"Intermediate","Medium",50,37.5,47.39,85.1681640266894,50.36,"P3 - Medium","PASS WITH MONITORING",405
853,"PL-0101","SAST","Medium",4,2137.56,4.78,56.37,"Junior","Small",50,25,56.37,85.2004496065942,50.11,"P3 - Medium","PASS WITH MONITORING",414
